cik,company_name,fiscal_period,fiscal_year,filing_date,is_basic_earnings_per_share_unit,is_basic_earnings_per_share_value,is_cost_of_revenue_unit,is_cost_of_revenue_value,is_gross_profit_unit,is_gross_profit_value,is_operating_expenses_unit,is_operating_expenses_value,is_revenues_unit,is_revenues_value,ci_comprehensive_income_loss_unit,ci_comprehensive_income_loss_value,ci_comprehensive_income_loss_attributable_to_parent_unit,ci_comprehensive_income_loss_attributable_to_parent_value,ci_other_comprehensive_income_loss_unit,ci_other_comprehensive_income_loss_value,cfs_exchange_gains_losses_unit,cfs_exchange_gains_losses_value,cfs_net_cash_flow_unit,cfs_net_cash_flow_value,cfs_net_cash_flow_from_financing_activities_unit,cfs_net_cash_flow_from_financing_activities_value,bs_assets_unit,bs_assets_value,bs_current_assets_unit,bs_current_assets_value,bs_liabilities_and_equity_unit,bs_liabilities_and_equity_value,bs_fixed_assets_unit,bs_fixed_assets_value,bs_equity_attributable_to_noncontrolling_interest_unit,bs_equity_attributable_to_noncontrolling_interest_value,bs_noncurrent_assets_unit,bs_noncurrent_assets_value,bs_liabilities_unit,bs_liabilities_value,bs_other_than_fixed_noncurrent_assets_unit,bs_other_than_fixed_noncurrent_assets_value,bs_equity_attributable_to_parent_unit,bs_equity_attributable_to_parent_value,bs_noncurrent_liabilities_unit,bs_noncurrent_liabilities_value,bs_current_liabilities_unit,bs_current_liabilities_value,bs_equity_unit,bs_equity_value,cfs_net_cash_flow_from_op_and_inv
0001001316,"TG THERAPEUTICS, INC.",Q2,2023,2023-08-04,USD / shares,-0.34,,,,,USD,60748000.0,USD,16074000.0,USD,-47610000.0,USD,-47610000.0,USD,0.0,,,USD,35543000.0,USD,47047000.0,USD,220854000.0,USD,208574000.0,USD,220854000.0,USD,206000.0,USD,0.0,USD,12280000.0,USD,180401000.0,USD,12074000.0,USD,40453000.0,USD,107734000.0,USD,72667000.0,USD,40453000.0,-11504000.0
0001001316,"TG THERAPEUTICS, INC.",Q1,2023,2023-05-08,USD / shares,-0.28,,,,,USD,44795000.0,USD,7803000.0,USD,-39232000.0,USD,-39232000.0,USD,0.0,,,USD,-40832000.0,USD,25238000.0,USD,197358000.0,USD,184783000.0,USD,197358000.0,USD,237000.0,USD,0.0,USD,12575000.0,USD,169925000.0,USD,12338000.0,USD,27433000.0,USD,0.0,USD,63076000.0,USD,27433000.0,-66070000.0
0001582313,Xenon Pharmaceuticals Inc.,Q2,2023,2023-08-09,USD / shares,-0.72,,,,,USD,55624000.0,USD,0.0,USD,-48940000.0,USD,-48940000.0,USD,-1479000.0,USD,359000.0,USD,-359000.0,USD,4960000.0,USD,684899000.0,USD,544616000.0,USD,684899000.0,USD,9563000.0,USD,0.0,USD,140283000.0,USD,38442000.0,USD,130720000.0,USD,646457000.0,USD,10283000.0,USD,28159000.0,USD,646457000.0,-5319000.0
0001582313,Xenon Pharmaceuticals Inc.,Q1,2023,2023-05-09,USD / shares,-0.63,,,,,USD,49051000.0,USD,0.0,USD,-40547000.0,USD,-40547000.0,USD,1180000.0,USD,59000.0,USD,-59000.0,USD,-12270000.0,USD,719868000.0,USD,533351000.0,USD,719868000.0,USD,7975000.0,USD,0.0,USD,186517000.0,USD,32924000.0,USD,178542000.0,USD,686944000.0,USD,0.0,USD,22491000.0,USD,686944000.0,12211000.0
0001703057,AbCellera Biologics Inc.,Q2,2023,2023-08-03,USD / shares,-0.11,,,,,USD,61445000.0,USD,10056000.0,USD,-30406000.0,USD,-30406000.0,USD,-30406000.0,USD,797000.0,USD,-13271000.0,USD,419000.0,USD,1537166000.0,USD,930735000.0,USD,1537166000.0,USD,259640000.0,USD,0.0,USD,606431000.0,USD,342339000.0,USD,606431000.0,USD,1194827000.0,USD,223434000.0,USD,118905000.0,USD,1194827000.0,-13690000.0
0001703057,AbCellera Biologics Inc.,Q1,2023,2023-05-04,USD / shares,-0.14,,,,,USD,77066000.0,USD,12192000.0,USD,-40110000.0,USD,-40740000.0,USD,0.0,USD,-213000.0,USD,-194343000.0,USD,-458000.0,USD,1497919000.0,USD,940653000.0,USD,1497919000.0,USD,233187000.0,USD,0.0,USD,557266000.0,USD,289419000.0,USD,557266000.0,USD,1208500000.0,USD,199828000.0,USD,89591000.0,USD,1208500000.0,-193885000.0
0001851194,"Ventyx Biosciences, Inc.",Q2,2023,2023-08-10,USD / shares,-0.91,,,,,USD,57145000.0,USD,0.0,USD,-53400000.0,USD,-53400000.0,USD,-53400000.0,,,USD,-11990000.0,USD,2473000.0,USD,348763000.0,USD,346701000.0,USD,348763000.0,USD,629000.0,USD,0.0,USD,2062000.0,USD,20956000.0,USD,1433000.0,USD,327807000.0,USD,922000.0,USD,20034000.0,USD,327807000.0,-14463000.0
0001851194,"Ventyx Biosciences, Inc.",Q1,2023,2023-05-11,USD / shares,-0.68,,,,,USD,42552000.0,USD,0.0,USD,-38369000.0,USD,-38369000.0,USD,562000.0,,,USD,-1170000.0,USD,48646000.0,USD,389169000.0,USD,387051000.0,USD,389169000.0,USD,586000.0,USD,0.0,USD,2118000.0,USD,17551000.0,USD,1532000.0,USD,371618000.0,USD,0.0,USD,16515000.0,USD,371618000.0,-49816000.0
0001743881,"BridgeBio Pharma, Inc.",Q2,2023,2023-08-03,USD / shares,-0.98,USD,599000.0,USD,1042000.0,USD,147141000.0,USD,1641000.0,USD,-160628000.0,USD,-157824000.0,USD,75000.0,,,USD,-110465000.0,USD,-1231000.0,USD,503661000.0,USD,432884000.0,USD,503661000.0,USD,13047000.0,USD,12052000.0,USD,70777000.0,USD,1853299000.0,USD,57730000.0,USD,-1362023000.0,USD,1743179000.0,USD,110120000.0,USD,-1349971000.0,-109234000.0
0001743881,"BridgeBio Pharma, Inc.",Q1,2023,2023-05-04,USD / shares,-0.92,USD,651000.0,USD,1175000.0,USD,127989000.0,USD,1826000.0,USD,-142416000.0,USD,-139840000.0,USD,316000.0,,,USD,18225000.0,USD,150249000.0,USD,625680000.0,USD,552702000.0,USD,625680000.0,USD,13566000.0,USD,12256000.0,USD,72978000.0,USD,1839293000.0,USD,59412000.0,USD,-1225665000.0,USD,0.0,USD,96596000.0,USD,-1213409000.0,-132024000.0
0001764013,"Immunovant, Inc.",Q1,2024,2023-08-10,USD / shares,-0.57,,,,,USD,78477000.0,USD,4065000.0,USD,-73667000.0,USD,-73667000.0,USD,270000.0,USD,-47000.0,USD,-46572000.0,USD,890000.0,USD,351222000.0,USD,350015000.0,USD,351222000.0,USD,325000.0,USD,0.0,USD,1207000.0,USD,51357000.0,USD,882000.0,USD,299865000.0,USD,0.0,USD,51357000.0,USD,299865000.0,-47462000.0
0001764013,"Immunovant, Inc.",FY,2023,2023-05-22,USD / shares,-1.71,,,,,USD,218276000.0,USD,7578000.0,USD,-210512000.0,USD,-210512000.0,USD,448000.0,USD,220000.0,USD,-117285000.0,USD,70885000.0,USD,405838000.0,USD,404333000.0,USD,405838000.0,USD,333000.0,USD,0.0,USD,1505000.0,USD,43344000.0,USD,1172000.0,USD,362494000.0,USD,47000.0,USD,43297000.0,USD,362494000.0,-188170000.0
0001658551,"Amylyx Pharmaceuticals, Inc.",Q2,2023,2023-08-10,USD / shares,0.33,USD,5580000.0,USD,92636000.0,USD,72435000.0,USD,98216000.0,USD,21977000.0,USD,21977000.0,USD,21977000.0,USD,-18000.0,USD,133197000.0,USD,1384000.0,USD,453588000.0,USD,427394000.0,USD,453588000.0,USD,2637000.0,USD,0.0,USD,26194000.0,USD,67223000.0,USD,23557000.0,USD,386365000.0,USD,3141000.0,USD,64082000.0,USD,386365000.0,131813000.0
0001658551,"Amylyx Pharmaceuticals, Inc.",Q1,2023,2023-05-11,USD / shares,0.02,USD,5283000.0,USD,66145000.0,USD,68198000.0,USD,71428000.0,USD,1573000.0,USD,1684000.0,USD,0.0,USD,75000.0,USD,52037000.0,USD,1040000.0,USD,407958000.0,USD,389053000.0,USD,407958000.0,USD,2559000.0,USD,0.0,USD,18905000.0,USD,55310000.0,USD,16346000.0,USD,352648000.0,USD,0.0,USD,51616000.0,USD,352648000.0,50997000.0
0001830214,"Ginkgo Bioworks Holdings, Inc.",Q2,2023,2023-08-09,USD / shares,-0.09,,,,,USD,264719000.0,USD,80568000.0,USD,-173001000.0,USD,-173001000.0,USD,314000.0,,,USD,-86138000.0,USD,-1381000.0,USD,2291999000.0,USD,1223453000.0,USD,2291999000.0,USD,294244000.0,USD,0.0,USD,1068546000.0,USD,788414000.0,USD,774302000.0,USD,1503585000.0,USD,625083000.0,USD,163331000.0,USD,1503585000.0,-84757000.0
0001830214,"Ginkgo Bioworks Holdings, Inc.",Q1,2023,2023-05-10,USD / shares,-0.11,,,,,USD,296447000.0,USD,80702000.0,USD,-203951000.0,USD,-203951000.0,USD,1018000.0,,,USD,-110887000.0,USD,-888000.0,USD,2417209000.0,USD,1327306000.0,USD,2417209000.0,USD,313973000.0,USD,0.0,USD,1089903000.0,USD,809623000.0,USD,775930000.0,USD,1607586000.0,USD,0.0,USD,191704000.0,USD,1607586000.0,-109999000.0
0001711279,"Krystal Biotech, Inc.",Q2,2023,2023-08-07,USD / shares,-1.25,,,,,USD,38048000.0,USD,0.0,USD,-33292000.0,USD,-33292000.0,USD,-33292000.0,USD,8000.0,USD,135130000.0,USD,185269000.0,USD,684026000.0,USD,484004000.0,USD,684026000.0,USD,163737000.0,USD,0.0,USD,200022000.0,USD,30912000.0,USD,36285000.0,USD,653114000.0,USD,7014000.0,USD,23898000.0,USD,653114000.0,-50139000.0
0001711279,"Krystal Biotech, Inc.",Q1,2023,2023-05-08,USD / shares,-1.76,,,,,USD,48823000.0,USD,0.0,USD,-45297000.0,USD,-44723000.0,USD,0.0,USD,-36000.0,USD,-21155000.0,USD,1474000.0,USD,531847000.0,USD,355429000.0,USD,531847000.0,USD,163073000.0,USD,0.0,USD,176418000.0,USD,42281000.0,USD,13345000.0,USD,489566000.0,USD,0.0,USD,35076000.0,USD,489566000.0,-22629000.0
0001628171,"Revolution Medicines, Inc.",Q2,2023,2023-08-08,USD / shares,-0.92,,,,,USD,112621000.0,USD,3824000.0,USD,-98993000.0,USD,-98993000.0,USD,-98993000.0,,,USD,-46035000.0,USD,64630000.0,USD,1073709000.0,USD,922092000.0,USD,1073709000.0,USD,19718000.0,USD,0.0,USD,151617000.0,USD,142874000.0,USD,131899000.0,USD,930835000.0,USD,64815000.0,USD,78059000.0,USD,930835000.0,-110665000.0
0001628171,"Revolution Medicines, Inc.",Q1,2023,2023-05-08,USD / shares,-0.72,,,,,USD,82171000.0,USD,7014000.0,USD,-68098000.0,USD,-66874000.0,USD,0.0,,,USD,265810000.0,USD,324205000.0,USD,1073248000.0,USD,922753000.0,USD,1073248000.0,USD,18536000.0,USD,0.0,USD,150495000.0,USD,121030000.0,USD,131959000.0,USD,952218000.0,USD,0.0,USD,54635000.0,USD,952218000.0,-58395000.0
0001812364,"Relay Therapeutics, Inc.",Q2,2023,2023-08-08,USD / shares,-0.81,,,,,USD,106169000.0,USD,119000.0,USD,-98784000.0,USD,-98784000.0,USD,-279000.0,,,USD,-15244000.0,USD,2080000.0,USD,962016000.0,USD,884349000.0,USD,962016000.0,USD,11749000.0,USD,0.0,USD,77667000.0,USD,151897000.0,USD,65918000.0,USD,810119000.0,USD,80321000.0,USD,71576000.0,USD,810119000.0,-17324000.0
0001812364,"Relay Therapeutics, Inc.",Q1,2023,2023-05-04,USD / shares,-0.78,,,,,USD,101403000.0,USD,226000.0,USD,-94239000.0,USD,-89621000.0,USD,4618000.0,,,USD,9481000.0,USD,1297000.0,USD,1037560000.0,USD,958388000.0,USD,1037560000.0,USD,11950000.0,USD,0.0,USD,79172000.0,USD,154148000.0,USD,67222000.0,USD,883412000.0,USD,0.0,USD,70467000.0,USD,883412000.0,8184000.0
0001744659,"Akero Therapeutics, Inc.",Q2,2023,2023-08-11,USD / shares,-0.6,,,,,,,,,USD,-31355000.0,USD,-31355000.0,USD,-31355000.0,,,USD,186164000.0,USD,336855000.0,USD,663806000.0,USD,643203000.0,USD,663806000.0,USD,25000.0,USD,0.0,USD,20603000.0,USD,47369000.0,USD,20578000.0,USD,616437000.0,USD,25767000.0,USD,21602000.0,USD,616437000.0,-150691000.0
0001744659,"Akero Therapeutics, Inc.",Q1,2023,2023-05-15,USD / shares,-0.55,,,,,,,,,USD,-25831000.0,USD,-25847000.0,USD,0.0,,,USD,8111000.0,USD,15153000.0,USD,348818000.0,USD,347489000.0,USD,348818000.0,USD,36000.0,USD,0.0,USD,1329000.0,USD,42473000.0,USD,1293000.0,USD,306345000.0,USD,0.0,USD,16678000.0,USD,306345000.0,-7042000.0
0001823239,"MARAVAI LIFESCIENCES HOLDINGS, INC.",Q2,2023,2023-08-08,USD / shares,-0.05,USD,43273000.0,USD,25641000.0,USD,37255000.0,USD,68914000.0,USD,-11943000.0,USD,-6541000.0,USD,0.0,,,USD,-48097000.0,USD,-43134000.0,USD,2264437000.0,USD,699312000.0,USD,2264437000.0,,,USD,377067000.0,USD,1565125000.0,USD,1366799000.0,,,USD,520571000.0,USD,1291880000.0,USD,74919000.0,USD,897638000.0,-4963000.0
0001823239,"MARAVAI LIFESCIENCES HOLDINGS, INC.",Q1,2023,2023-05-09,USD / shares,0.0,USD,33676000.0,USD,45349000.0,USD,42816000.0,USD,79025000.0,USD,-1348000.0,USD,-67000.0,USD,0.0,,,USD,-3865000.0,USD,-19209000.0,USD,2315388000.0,USD,765513000.0,USD,2315388000.0,,,USD,379121000.0,USD,1549875000.0,USD,1414750000.0,,,USD,521517000.0,USD,0.0,USD,124896000.0,USD,900638000.0,15344000.0
0000921299,FIBROGEN INC,Q2,2023,2023-08-07,USD / shares,-0.9,USD,5708000.0,USD,38611000.0,USD,126659000.0,USD,44319000.0,USD,-89360000.0,USD,-89360000.0,USD,-1680000.0,,,USD,-33324000.0,USD,91532000.0,USD,515127000.0,USD,411357000.0,USD,515127000.0,USD,16829000.0,USD,20487000.0,USD,103770000.0,USD,575434000.0,USD,86941000.0,USD,-102274000.0,USD,381362000.0,USD,194072000.0,USD,-81787000.0,-124856000.0
0000921299,FIBROGEN INC,Q1,2023,2023-05-08,USD / shares,-0.81,USD,3491000.0,USD,32670000.0,USD,108761000.0,USD,36161000.0,USD,-75555000.0,USD,-75555000.0,USD,1150000.0,,,USD,33376000.0,USD,31485000.0,USD,538544000.0,USD,430549000.0,USD,538544000.0,USD,18693000.0,USD,19967000.0,USD,107995000.0,USD,567429000.0,USD,89302000.0,USD,-48852000.0,USD,0.0,USD,254746000.0,USD,-28885000.0,1891000.0
0001369568,"CATALYST PHARMACEUTICALS, INC.",Q2,2023,2023-08-09,USD / shares,0.36,USD,12045000.0,USD,87537000.0,USD,40838000.0,USD,99582000.0,USD,37770000.0,USD,37770000.0,USD,8000.0,,,USD,30540000.0,USD,-214000.0,USD,443896000.0,USD,240968000.0,USD,443896000.0,USD,1203000.0,USD,0.0,USD,202928000.0,USD,68602000.0,USD,201725000.0,USD,375294000.0,USD,16099000.0,USD,52503000.0,USD,375294000.0,30754000.0
0001369568,"CATALYST PHARMACEUTICALS, INC.",Q1,2023,2023-05-10,USD / shares,0.28,USD,9946000.0,USD,75420000.0,USD,39811000.0,USD,85366000.0,USD,29555000.0,USD,29555000.0,USD,-13000.0,,,USD,-150148000.0,USD,149000.0,USD,407227000.0,USD,198911000.0,USD,407227000.0,USD,1285000.0,USD,0.0,USD,208316000.0,USD,73566000.0,USD,207031000.0,USD,333661000.0,USD,0.0,USD,56709000.0,USD,333661000.0,-150297000.0
0001326732,Xencor Inc,Q2,2023,2023-08-03,USD / shares,-0.37,,,,,USD,71520000.0,USD,45523000.0,USD,-20189000.0,USD,-20189000.0,USD,-20189000.0,,,USD,-37684000.0,USD,1921000.0,USD,778121000.0,USD,593562000.0,USD,778121000.0,USD,67997000.0,USD,0.0,USD,184559000.0,USD,99245000.0,USD,116562000.0,USD,678876000.0,USD,54615000.0,USD,44630000.0,USD,678876000.0,-39605000.0
0001326732,Xencor Inc,Q1,2023,2023-05-08,USD / shares,-1.02,,,,,USD,78327000.0,USD,18962000.0,USD,-57436000.0,USD,-57436000.0,USD,-57436000.0,,,USD,18452000.0,USD,922000.0,USD,803411000.0,USD,629976000.0,USD,803411000.0,USD,66685000.0,USD,0.0,USD,173435000.0,USD,119828000.0,USD,106750000.0,USD,683583000.0,USD,0.0,USD,65056000.0,USD,683583000.0,17530000.0
0000744218,"Celldex Therapeutics, Inc.",Q2,2023,2023-08-08,USD / shares,-0.65,,,,,USD,33473000.0,USD,268000.0,USD,-30553000.0,USD,-30553000.0,USD,-30553000.0,,,USD,-25899000.0,USD,133000.0,USD,299311000.0,USD,264820000.0,USD,299311000.0,USD,3938000.0,USD,0.0,USD,34491000.0,USD,21774000.0,USD,30553000.0,USD,277537000.0,USD,6128000.0,USD,15646000.0,USD,277537000.0,-26032000.0
0000744218,"Celldex Therapeutics, Inc.",Q1,2023,2023-05-04,USD / shares,-0.62,,,,,USD,33438000.0,USD,967000.0,USD,-29361000.0,USD,-28498000.0,USD,0.0,,,USD,24694000.0,USD,694000.0,USD,324519000.0,USD,289597000.0,USD,324519000.0,USD,3995000.0,USD,0.0,USD,34922000.0,USD,21779000.0,USD,30927000.0,USD,302740000.0,USD,0.0,USD,15219000.0,USD,302740000.0,24000000.0
0001773427,"SpringWorks Therapeutics, Inc.",Q2,2023,2023-08-02,USD / shares,-1.25,,,,,USD,82852000.0,USD,0.0,USD,-78115000.0,USD,-78115000.0,USD,-78115000.0,,,USD,12603000.0,USD,-342000.0,USD,517329000.0,USD,483901000.0,USD,517329000.0,USD,18238000.0,USD,0.0,USD,33428000.0,USD,65888000.0,USD,15190000.0,USD,451441000.0,USD,23978000.0,USD,41910000.0,USD,451441000.0,12945000.0
0001773427,"SpringWorks Therapeutics, Inc.",Q1,2023,2023-05-03,USD / shares,-1.1800000000000002,,,,,USD,77699000.0,USD,0.0,USD,-72815000.0,USD,-72815000.0,USD,-72815000.0,,,USD,34938000.0,USD,-1848000.0,USD,569197000.0,USD,537657000.0,USD,569197000.0,USD,15728000.0,USD,0.0,USD,31540000.0,USD,62273000.0,USD,15812000.0,USD,506924000.0,USD,0.0,USD,37753000.0,USD,506924000.0,36786000.0
0001384101,"VERACYTE, INC.",Q2,2023,2023-08-09,USD / shares,-0.12,,,,,USD,98373000.0,USD,90322000.0,USD,-9319000.0,USD,-9319000.0,USD,-9319000.0,USD,-7000.0,USD,13392000.0,USD,397000.0,USD,1161114000.0,USD,259480000.0,USD,1161114000.0,,,USD,0.0,USD,901634000.0,USD,78396000.0,,,USD,1082718000.0,USD,20245000.0,USD,58151000.0,USD,1082718000.0,12995000.0
0001384101,"VERACYTE, INC.",Q1,2023,2023-05-05,USD / shares,-0.11,,,,,USD,92920000.0,USD,82422000.0,USD,-3611000.0,USD,-3611000.0,USD,-3611000.0,USD,50000.0,USD,23643000.0,USD,1685000.0,USD,1157119000.0,USD,251503000.0,USD,1157119000.0,,,USD,0.0,USD,905616000.0,USD,75860000.0,,,USD,1081259000.0,USD,0.0,USD,55993000.0,USD,1081259000.0,21958000.0
0001815442,"Kymera Therapeutics, Inc.",Q2,2023,2023-08-03,USD / shares,-0.67,,,,,USD,59896000.0,USD,16513000.0,USD,-39396000.0,USD,-39396000.0,USD,-39396000.0,,,USD,1888000.0,USD,1305000.0,USD,581945000.0,USD,385402000.0,USD,581945000.0,USD,27494000.0,USD,0.0,USD,196543000.0,USD,146517000.0,USD,169049000.0,USD,435428000.0,USD,91915000.0,USD,54602000.0,USD,435428000.0,583000.0
0001815442,"Kymera Therapeutics, Inc.",Q1,2023,2023-05-04,USD / shares,-0.7,,,,,USD,54792000.0,USD,9466000.0,USD,-39017000.0,USD,-39017000.0,USD,1911000.0,,,USD,-18225000.0,USD,1159000.0,USD,613905000.0,USD,411550000.0,USD,613905000.0,USD,17432000.0,USD,0.0,USD,202355000.0,USD,151900000.0,USD,184923000.0,USD,462005000.0,USD,0.0,USD,61933000.0,USD,462005000.0,-19384000.0
0001746473,"PLIANT THERAPEUTICS, INC.",Q2,2023,2023-08-09,USD / shares,-0.7,,,,,USD,47576000.0,USD,248000.0,USD,-42102000.0,USD,-42102000.0,USD,-42102000.0,,,USD,-47576000.0,USD,161000.0,USD,574891000.0,USD,565701000.0,USD,574891000.0,USD,4332000.0,USD,0.0,USD,9190000.0,USD,41826000.0,USD,4858000.0,USD,533065000.0,USD,12306000.0,USD,29520000.0,USD,533065000.0,-47737000.0
0001746473,"PLIANT THERAPEUTICS, INC.",Q1,2023,2023-05-09,USD / shares,-0.67,,,,,USD,43427000.0,USD,1332000.0,USD,-37548000.0,USD,-36921000.0,USD,0.0,,,USD,68842000.0,USD,273326000.0,USD,597881000.0,USD,588227000.0,USD,597881000.0,USD,4197000.0,USD,0.0,USD,9654000.0,USD,35961000.0,USD,5457000.0,USD,561920000.0,USD,0.0,USD,23153000.0,USD,561920000.0,-204484000.0
0000882796,BIOCRYST PHARMACEUTICALS INC,Q2,2023,2023-08-07,USD / shares,-0.4,USD,894000.0,USD,81597000.0,USD,102300000.0,USD,82491000.0,USD,-75221000.0,USD,-75221000.0,USD,105000.0,USD,-317000.0,USD,-8810000.0,USD,29356000.0,USD,529885000.0,USD,511056000.0,USD,529885000.0,USD,8438000.0,USD,0.0,USD,18829000.0,USD,918598000.0,USD,10391000.0,USD,-388713000.0,USD,825100000.0,USD,93498000.0,USD,-388713000.0,-38166000.0
0000882796,BIOCRYST PHARMACEUTICALS INC,Q1,2023,2023-05-08,USD / shares,-0.28,USD,931000.0,USD,67847000.0,USD,96262000.0,USD,68778000.0,USD,-52774000.0,USD,-52774000.0,USD,559000.0,USD,-96000.0,USD,-149640000.0,USD,5077000.0,USD,509737000.0,USD,490883000.0,USD,509737000.0,USD,8376000.0,USD,0.0,USD,18854000.0,USD,328287000.0,USD,10478000.0,USD,-328287000.0,USD,0.0,USD,85157000.0,USD,-328287000.0,-154717000.0
0001679363,"Morphic Holding, Inc.",Q2,2023,2023-08-03,USD / shares,-0.92,,,,,USD,45302000.0,USD,0.0,USD,-39242000.0,USD,-39242000.0,USD,-229000.0,,,USD,175375000.0,USD,331626000.0,USD,748720000.0,USD,742621000.0,USD,748720000.0,USD,2507000.0,USD,0.0,USD,6099000.0,USD,19359000.0,USD,3592000.0,USD,729361000.0,USD,1550000.0,USD,17809000.0,USD,729361000.0,-156251000.0
0001395937,Syndax Pharmaceuticals Inc,Q2,2023,2023-08-03,USD / shares,-0.64,,,,,USD,49678000.0,USD,0.0,USD,-44853000.0,USD,-44853000.0,USD,-44853000.0,,,USD,39860000.0,USD,1324000.0,USD,431340000.0,USD,409080000.0,USD,431340000.0,USD,13000.0,USD,0.0,USD,22260000.0,USD,31299000.0,USD,22247000.0,USD,400041000.0,USD,1131000.0,USD,30168000.0,USD,400041000.0,38536000.0
0001395937,Syndax Pharmaceuticals Inc,Q1,2023,2023-05-08,USD / shares,-0.59,,,,,USD,46015000.0,USD,0.0,USD,-41126000.0,USD,-40656000.0,USD,0.0,,,USD,-16839000.0,USD,2474000.0,USD,459826000.0,USD,441511000.0,USD,459826000.0,USD,17000.0,USD,0.0,USD,18315000.0,USD,24321000.0,USD,18298000.0,USD,435505000.0,USD,600000.0,USD,23721000.0,USD,435505000.0,-19313000.0
0001435049,"CHINOOK THERAPEUTICS, INC.",Q2,2023,2023-08-07,USD / shares,-0.94,,,,,USD,73634000.0,USD,1008000.0,USD,-66558000.0,USD,-66558000.0,USD,-386000.0,USD,-170000.0,USD,8654000.0,USD,2012000.0,USD,488811000.0,USD,305417000.0,USD,488811000.0,USD,16235000.0,USD,0.0,USD,183394000.0,USD,131772000.0,USD,167159000.0,USD,357039000.0,USD,79300000.0,USD,52472000.0,USD,357039000.0,6642000.0
0001435049,"CHINOOK THERAPEUTICS, INC.",Q1,2023,2023-05-09,USD / shares,-0.85,,,,,USD,63246000.0,USD,1828000.0,USD,-58724000.0,USD,-58724000.0,USD,1453000.0,USD,26000.0,USD,3057000.0,USD,21266000.0,USD,543875000.0,USD,358644000.0,USD,543875000.0,USD,16974000.0,USD,0.0,USD,185231000.0,USD,131482000.0,USD,168257000.0,USD,412393000.0,USD,0.0,USD,50964000.0,USD,412393000.0,-18209000.0
0001861560,"Nuvalent, Inc.",Q2,2023,2023-08-10,USD / shares,-0.51,,,,,USD,34062000.0,USD,0.0,USD,-30325000.0,USD,-30325000.0,USD,-30325000.0,,,USD,-19243000.0,USD,1298000.0,USD,441948000.0,USD,436992000.0,USD,441948000.0,,,USD,0.0,USD,4956000.0,USD,20795000.0,,,USD,421153000.0,USD,0.0,USD,20795000.0,USD,421153000.0,-20541000.0
0001861560,"Nuvalent, Inc.",Q1,2023,2023-05-11,USD / shares,-0.44,,,,,USD,30210000.0,USD,0.0,USD,-25192000.0,USD,-25000000.0,USD,0.0,,,USD,-151691000.0,USD,-17000.0,USD,460989000.0,USD,456293000.0,USD,460989000.0,,,USD,0.0,USD,4696000.0,USD,17021000.0,,,USD,443968000.0,USD,0.0,USD,17021000.0,USD,443968000.0,-151674000.0
0001599901,"Avidity Biosciences, Inc.",Q2,2023,2023-08-08,USD / shares,-0.66,,,,,USD,54950000.0,USD,2316000.0,USD,-48162000.0,USD,-48162000.0,USD,-48162000.0,,,USD,35214000.0,USD,38972000.0,USD,610784000.0,USD,594534000.0,USD,610784000.0,USD,7776000.0,USD,0.0,USD,16250000.0,USD,51606000.0,USD,8474000.0,USD,559178000.0,USD,6362000.0,USD,45244000.0,USD,559178000.0,-3758000.0
0001599901,"Avidity Biosciences, Inc.",Q1,2023,2023-05-09,USD / shares,-0.74,,,,,USD,59829000.0,USD,2233000.0,USD,-52394000.0,USD,-51225000.0,USD,0.0,,,USD,-221686000.0,USD,22961000.0,USD,613976000.0,USD,597147000.0,USD,613976000.0,USD,7845000.0,USD,0.0,USD,16829000.0,USD,55061000.0,USD,8984000.0,USD,558915000.0,USD,0.0,USD,48085000.0,USD,558915000.0,-244647000.0
0001655759,"ARVINAS, INC.",Q2,2023,2023-08-08,USD / shares,-1.25,,,,,USD,129100000.0,USD,54500000.0,USD,-66200000.0,USD,-66200000.0,USD,-66200000.0,,,USD,-39600000.0,USD,500000.0,USD,1083500000.0,USD,1056700000.0,USD,1083500000.0,USD,13200000.0,USD,0.0,USD,26800000.0,USD,619900000.0,USD,13600000.0,USD,463600000.0,USD,313000000.0,USD,306900000.0,USD,463600000.0,-40100000.0
0001655759,"ARVINAS, INC.",Q1,2023,2023-05-05,USD / shares,-1.54,,,,,USD,120200000.0,USD,32500000.0,USD,-75300000.0,USD,-75300000.0,USD,-75300000.0,,,USD,48900000.0,USD,1500000.0,USD,1175800000.0,USD,1148200000.0,USD,1175800000.0,USD,13400000.0,USD,0.0,USD,27600000.0,USD,664800000.0,USD,14200000.0,USD,511000000.0,USD,0.0,USD,282900000.0,USD,511000000.0,47400000.0
0000887359,Vericel Corp,Q2,2023,2023-08-02,USD / shares,-0.11,USD,15981000.0,USD,29941000.0,USD,35902000.0,USD,45922000.0,USD,-5005000.0,USD,-5005000.0,USD,-5005000.0,,,USD,8983000.0,USD,1195000.0,USD,310711000.0,USD,182871000.0,USD,310711000.0,,,USD,0.0,USD,127840000.0,USD,111783000.0,,,USD,198928000.0,USD,76172000.0,USD,35611000.0,USD,198928000.0,7788000.0
0000887359,Vericel Corp,Q1,2023,2023-05-10,USD / shares,-0.16,USD,14497000.0,USD,26520000.0,USD,34697000.0,USD,41017000.0,USD,-7495000.0,USD,-7153000.0,USD,0.0,,,USD,10767000.0,USD,107000.0,USD,265096000.0,USD,177545000.0,USD,265096000.0,,,USD,0.0,USD,87551000.0,USD,71118000.0,,,USD,193978000.0,USD,0.0,USD,28753000.0,USD,193978000.0,10660000.0
