cik,company_name,filing_date,is_basic_earnings_per_share_unit,is_basic_earnings_per_share_value,is_cost_of_revenue_unit,is_cost_of_revenue_value,is_gross_profit_unit,is_gross_profit_value,is_operating_expenses_unit,is_operating_expenses_value,is_revenues_unit,is_revenues_value,ci_comprehensive_income_loss_unit,ci_comprehensive_income_loss_value,ci_comprehensive_income_loss_attributable_to_parent_unit,ci_comprehensive_income_loss_attributable_to_parent_value,ci_other_comprehensive_income_loss_unit,ci_other_comprehensive_income_loss_value,cfs_exchange_gains_losses_unit,cfs_exchange_gains_losses_value,cfs_net_cash_flow_unit,cfs_net_cash_flow_value,cfs_net_cash_flow_from_financing_activities_unit,cfs_net_cash_flow_from_financing_activities_value,bs_assets_unit,bs_assets_value,bs_current_assets_unit,bs_current_assets_value,bs_liabilities_and_equity_unit,bs_liabilities_and_equity_value,bs_fixed_assets_unit,bs_fixed_assets_value,bs_equity_attributable_to_noncontrolling_interest_unit,bs_equity_attributable_to_noncontrolling_interest_value,bs_noncurrent_assets_unit,bs_noncurrent_assets_value,bs_liabilities_unit,bs_liabilities_value,bs_other_than_fixed_noncurrent_assets_unit,bs_other_than_fixed_noncurrent_assets_value,bs_equity_attributable_to_parent_unit,bs_equity_attributable_to_parent_value,bs_noncurrent_liabilities_unit,bs_noncurrent_liabilities_value,bs_current_liabilities_unit,bs_current_liabilities_value,bs_equity_unit,bs_equity_value,cfs_net_cash_flow_from_op_and_inv
1499961,MULLEN AUTOMOTIVE INC.,2023-08-14,USD / shares,-11.14,USD,248669.0,USD,59331.0,USD,53865823.0,USD,308000.0,USD,-311426360.0,USD,-311426360.0,USD,0.0,,,USD,5545305.0,USD,196774970.0,USD,559975518.0,USD,255041057.0,USD,559975518.0,USD,91750519.0,USD,91511517.0,USD,304934461.0,USD,208133504.0,USD,213183942.0,USD,260330497.0,USD,18146590.0,USD,189986914.0,USD,351842014.0,-191229665.0
101594,US ENERGY CORP,2023-08-14,USD / shares,-0.1,,87502000.0,,,USD,10679000.0,USD,7978000.0,USD,-2515000.0,USD,-2515000.0,USD,0.0,,,USD,-1246000.0,USD,-1011000.0,USD,112808000.0,USD,5136000.0,USD,112808000.0,USD,913000.0,USD,0.0,USD,107672000.0,USD,38465000.0,USD,106759000.0,USD,74343000.0,USD,28546000.0,USD,9919000.0,USD,74343000.0,-235000.0
1726711,"Aditxt, Inc.",2023-08-14,USD / shares,-0.92,USD,185738.0,USD,35240.0,USD,4269677.0,USD,220978.0,USD,-5682018.0,USD,-5682018.0,USD,0.0,,,USD,14260682.0,USD,3075274.0,USD,7293783.0,USD,2147566.0,USD,7293783.0,USD,2104114.0,USD,0.0,USD,5146217.0,USD,11163038.0,USD,3042103.0,USD,-3869255.0,USD,1419257.0,USD,9743781.0,USD,-3869255.0,11185408.0
1424657,Cuentas Inc.,2023-08-14,USD / shares,-0.67,USD,153000.0,USD,-113000.0,USD,780000.0,USD,40000.0,USD,-510000.0,USD,-510000.0,USD,-510000.0,,,USD,-195000.0,USD,0.0,USD,3733000.0,USD,628000.0,USD,3733000.0,USD,5000.0,USD,0.0,USD,3105000.0,USD,2262000.0,USD,3100000.0,USD,1471000.0,USD,89000.0,USD,2173000.0,USD,1471000.0,-195000.0
1530766,"BioSig Technologies, Inc.",2023-08-14,,,,87502000.0,,,USD,10908000.0,USD,0.0,USD,-11130000.0,USD,-11130000.0,USD,0.0,,,USD,-160000.0,USD,4812000.0,USD,4050000.0,USD,1987000.0,USD,4050000.0,USD,621000.0,USD,89000.0,USD,2063000.0,USD,3614000.0,USD,1442000.0,USD,242000.0,USD,282000.0,USD,3332000.0,USD,331000.0,-4972000.0
1425287,Workhorse Group Inc.,2023-08-14,USD / shares,-0.12,USD,8427377.0,USD,-4460914.0,USD,19062262.0,USD,3966463.0,USD,-23017676.0,USD,-23017676.0,USD,0.0,,,USD,-16730836.0,USD,21387891.0,USD,176926596.0,USD,124291288.0,USD,176926596.0,USD,31300436.0,USD,0.0,USD,52635308.0,USD,69538875.0,USD,21334872.0,USD,107387721.0,USD,11444966.0,USD,58093909.0,USD,107387721.0,-38118727.0
1156041,HOUSTON AMERICAN ENERGY CORP,2023-08-14,USD / shares,-0.03,,87502000.0,,,USD,863270.0,USD,204390.0,USD,-300381.0,USD,-300381.0,USD,0.0,,,USD,0.0,USD,463400.0,USD,13272752.0,USD,5992886.0,USD,13272752.0,USD,4513247.0,USD,0.0,USD,7279866.0,USD,337769.0,USD,2766619.0,USD,12934983.0,USD,170554.0,USD,167215.0,USD,12934983.0,-463400.0
1080657,"Presidio Property Trust, Inc.",2023-08-14,USD / shares,-0.15,,87502000.0,,,USD,4581172.0,USD,4543872.0,USD,-204752.0,USD,-204752.0,USD,0.0,,,USD,-3191139.0,USD,1080573.0,USD,179051688.0,USD,179051688.0,USD,179051688.0,,,USD,8534069.0,USD,0.0,USD,115570982.0,,,USD,38197788.0,USD,0.0,USD,115570982.0,USD,46731857.0,-4271712.0
771999,"DSS, INC.",2023-08-14,USD / shares,-0.27,,87502000.0,,,USD,13683000.0,USD,7233000.0,USD,-37723000.0,USD,-37723000.0,USD,0.0,,,USD,-2067000.0,USD,-22000.0,USD,204861000.0,USD,29793000.0,USD,204861000.0,USD,12438000.0,USD,35785000.0,USD,175068000.0,USD,70432000.0,USD,162630000.0,USD,98644000.0,USD,14942000.0,USD,55490000.0,USD,134429000.0,-2045000.0
1816708,"Owlet, Inc.",2023-08-14,USD / shares,-1.19,USD,7855000.0,USD,5233000.0,USD,11947000.0,USD,13088000.0,USD,-8467000.0,USD,-8467000.0,USD,0.0,,,USD,-19000.0,USD,7375000.0,USD,57264000.0,USD,51746000.0,USD,57264000.0,USD,609000.0,USD,0.0,USD,5518000.0,USD,78987000.0,USD,4909000.0,USD,-27316000.0,USD,30608000.0,USD,48379000.0,USD,-27316000.0,-7394000.0
1802749,"Lightning eMotors, Inc.",2023-08-14,USD / shares,-3.7,USD,12933000.0,USD,-5017000.0,USD,14406000.0,USD,8170000.0,USD,-21448000.0,USD,-21448000.0,USD,0.0,,,USD,-22827000.0,USD,2888000.0,USD,107159000.0,USD,85106000.0,USD,107159000.0,USD,12971000.0,USD,0.0,USD,22053000.0,USD,84226000.0,USD,9082000.0,USD,22933000.0,USD,10996000.0,USD,73230000.0,USD,22933000.0,-25715000.0
1590715,American Resources Corp,2023-08-14,,,,87502000.0,,,USD,9011233.0,USD,1980688.0,USD,-999925.0,USD,-999925.0,USD,0.0,,,USD,49112469.0,USD,47465869.0,USD,100079249.0,USD,6387571.0,USD,100079249.0,USD,9027465.0,USD,0.0,USD,93691678.0,USD,89343753.0,USD,84664213.0,USD,10735496.0,USD,73138765.0,USD,16204988.0,USD,10735496.0,1646600.0
885462,"GULF RESOURCES, INC.",2023-08-14,USD / shares,-0.07,,87502000.0,,,USD,8924880.0,USD,8005782.0,USD,-14588809.0,USD,-14588809.0,USD,-14588809.0,USD,-6394937.0,USD,9794073.0,USD,7277809.0,USD,278307466.0,USD,122311455.0,USD,278307466.0,USD,133499129.0,USD,0.0,USD,155996011.0,USD,18056315.0,USD,155996011.0,USD,260251151.0,USD,8338628.0,USD,9717687.0,USD,260251151.0,2516264.0
1069394,FLEXIBLE SOLUTIONS INTERNATIONAL INC,2023-08-14,USD / shares,0.07,USD,7292438.0,USD,3038853.0,USD,1987636.0,USD,10331291.0,USD,1221372.0,USD,1036510.0,USD,226645.0,,,USD,1667171.0,USD,-2627831.0,USD,52801913.0,USD,28044153.0,USD,52801913.0,USD,12821907.0,USD,2682325.0,USD,24757760.0,USD,15978663.0,USD,11935853.0,USD,34140925.0,USD,7885382.0,USD,8093281.0,USD,36823250.0,4295002.0
1640384,"LM FUNDING AMERICA, INC.",2023-08-14,USD / shares,-0.35,,87502000.0,,,USD,6351984.0,USD,3195650.0,USD,-5642356.0,USD,-5642356.0,USD,0.0,,,USD,-1581667.0,USD,-285579.0,USD,42338213.0,USD,7820054.0,USD,42338213.0,USD,27208981.0,USD,-1263438.0,USD,34518159.0,USD,2438911.0,USD,34518159.0,USD,41162740.0,USD,151685.0,USD,2287226.0,USD,39899302.0,-1296088.0
1602078,Nemaura Medical Inc.,2023-08-14,USD / shares,-0.09,USD,0.0,USD,0.0,USD,2058224.0,USD,224082.0,USD,-2563566.0,USD,-2563566.0,USD,39588.0,USD,55089.0,USD,-6095444.0,USD,-3600000.0,USD,8450033.0,USD,7472812.0,USD,8450033.0,USD,629007.0,USD,0.0,USD,977221.0,USD,22827797.0,USD,348214.0,USD,-14377764.0,USD,1173392.0,USD,21654405.0,USD,-14377764.0,-2495444.0
1571934,"Synaptogenix, Inc.",2023-08-14,USD / shares,1.39,,87502000.0,,,USD,1829713.0,,116920000.0,USD,-4093954.0,USD,-4093954.0,USD,0.0,,,USD,-4579070.0,USD,-3338914.0,USD,33437165.0,USD,33415727.0,USD,33437165.0,USD,21438.0,USD,0.0,USD,21438.0,USD,6529659.0,USD,0.0,USD,24830127.0,USD,3757000.0,USD,2772659.0,USD,24830127.0,-1240156.0
1621672,"Super League Gaming, Inc.",2023-08-14,USD / shares,-0.17,USD,2911000.0,USD,2141000.0,USD,10328000.0,USD,5052000.0,USD,-6836000.0,USD,-6836000.0,USD,0.0,,,USD,1979000.0,USD,10151000.0,USD,27004000.0,USD,8878000.0,USD,27004000.0,USD,110000.0,USD,0.0,USD,18126000.0,USD,9929000.0,USD,18016000.0,USD,17075000.0,USD,2420000.0,USD,7509000.0,USD,17075000.0,-8172000.0
1074871,"Modular Medical, Inc.",2023-08-14,USD / shares,-0.22,,87502000.0,,,USD,3751000.0,USD,0.0,USD,-3737000.0,USD,-3737000.0,USD,0.0,,,USD,6153000.0,USD,9733000.0,USD,13666000.0,USD,10235000.0,USD,13666000.0,USD,2036000.0,USD,0.0,USD,3431000.0,USD,2110000.0,USD,3431000.0,USD,11556000.0,USD,1100000.0,USD,1010000.0,USD,11556000.0,-3580000.0
1409269,Venus Concept Inc.,2023-08-14,USD / shares,-1.35,USD,5855000.0,USD,14220000.0,USD,19978000.0,USD,20075000.0,USD,-7321000.0,USD,-7321000.0,USD,0.0,,,USD,-292000.0,USD,1852000.0,USD,106156000.0,USD,75792000.0,USD,106156000.0,USD,1640000.0,USD,680000.0,USD,30364000.0,USD,111698000.0,USD,30364000.0,USD,-6222000.0,USD,76757000.0,USD,34941000.0,USD,-5542000.0,-2144000.0
1506983,"GlucoTrack, Inc.",2023-08-14,USD / shares,-0.09,,87502000.0,,,USD,1179000.0,USD,0.0,USD,-1170000.0,USD,-1170000.0,USD,6000.0,,,USD,-954000.0,,-657000.0,USD,8982000.0,USD,8945000.0,USD,8982000.0,USD,27000.0,USD,0.0,USD,37000.0,USD,1239000.0,USD,10000.0,USD,7743000.0,USD,189000.0,USD,1050000.0,USD,7743000.0,411707.0
1468929,"NEXGEL, INC.",2023-08-14,USD / shares,-0.12,USD,992000.0,USD,175000.0,USD,937000.0,USD,1167000.0,USD,-642000.0,USD,-642000.0,USD,0.0,,,USD,2590000.0,USD,-1000.0,USD,10497000.0,USD,6698000.0,USD,10497000.0,USD,1413000.0,USD,560000.0,USD,3799000.0,USD,3756000.0,USD,2386000.0,USD,6181000.0,USD,2084000.0,USD,1672000.0,USD,6741000.0,2591000.0
1844971,Greenidge Generation Holdings Inc.,2023-08-14,USD / shares,-1.57,,87502000.0,,,USD,21347000.0,USD,14710000.0,USD,-10042000.0,USD,-10042000.0,USD,0.0,,,USD,-1683000.0,USD,1048000.0,USD,94297000.0,USD,22645000.0,USD,94297000.0,USD,70816000.0,USD,0.0,USD,71652000.0,USD,146065000.0,USD,836000.0,USD,-51768000.0,USD,116423000.0,USD,29642000.0,USD,-51768000.0,-2731000.0
1737995,Sharps Technology Inc.,2023-08-14,USD / shares,-0.22,,87502000.0,,,USD,2532335.0,USD,0.0,USD,-2532039.0,USD,-2532039.0,USD,-2532039.0,,,USD,-2247583.0,USD,0.0,USD,11794135.0,USD,4110441.0,USD,11794135.0,USD,7092954.0,USD,0.0,USD,7683694.0,USD,3104866.0,USD,590740.0,USD,8689269.0,USD,192000.0,USD,2912866.0,USD,8689269.0,-2247583.0
1708527,"AZIYO BIOLOGICS, INC.",2023-08-14,USD / shares,-0.65,USD,9316000.0,USD,980000.0,USD,10065000.0,USD,10296000.0,USD,-10621000.0,USD,-10621000.0,USD,0.0,,,USD,-2493000.0,USD,-19000.0,USD,52329000.0,USD,36126000.0,USD,52329000.0,USD,1467000.0,USD,0.0,USD,16203000.0,USD,74457000.0,USD,14736000.0,USD,-22128000.0,USD,31590000.0,USD,42867000.0,USD,-22128000.0,-2474000.0
883975,Microbot Medical Inc.,2023-08-14,USD / shares,-0.25,,87502000.0,,,,61616000.0,,116920000.0,USD,-2287000.0,USD,-2287000.0,USD,0.0,,,USD,0.0,USD,3149000.0,USD,10884000.0,USD,10339000.0,USD,10884000.0,USD,180000.0,USD,0.0,USD,545000.0,USD,1416000.0,USD,365000.0,USD,9468000.0,USD,92000.0,USD,1324000.0,USD,9468000.0,-3149000.0
32621,EMERSON RADIO CORP,2023-08-14,USD / shares,-0.03,USD,1470000.0,USD,339000.0,USD,1198000.0,USD,1809000.0,USD,-565000.0,USD,-565000.0,USD,0.0,,,USD,0.0,USD,597000.0,USD,30533000.0,USD,30235000.0,USD,30533000.0,USD,47000.0,USD,0.0,USD,298000.0,USD,5639000.0,USD,298000.0,USD,24894000.0,USD,1227000.0,USD,4412000.0,USD,24894000.0,-597000.0
1649989,"Outlook Therapeutics, Inc.",2023-08-14,USD / shares,-0.08,,87502000.0,,,USD,18536639.0,USD,395234.0,USD,-20675108.0,USD,-20675108.0,USD,0.0,,,USD,0.0,USD,3296193.0,USD,44447174.0,USD,43018138.0,USD,44447174.0,,,USD,0.0,USD,1429036.0,USD,49950013.0,,,USD,-5502839.0,USD,20012.0,USD,49930001.0,USD,-5502839.0,-3296193.0
1580063,"BIORA THERAPEUTICS, INC.",2023-08-14,USD / shares,-1.47,,87502000.0,,,USD,14936000.0,USD,2000.0,USD,-17807000.0,USD,-17807000.0,USD,0.0,,,USD,-4011000.0,USD,7630000.0,USD,49673000.0,USD,33885000.0,USD,49673000.0,USD,1351000.0,USD,0.0,USD,15788000.0,USD,170554000.0,USD,14437000.0,USD,-120881000.0,USD,132886000.0,USD,37668000.0,USD,-120881000.0,-11641000.0
946563,RETRACTABLE TECHNOLOGIES INC,2023-08-14,USD / shares,-0.13,USD,7594373.0,USD,376907.0,USD,5409677.0,USD,7971280.0,USD,-3868568.0,USD,-3868568.0,USD,0.0,,,USD,-2219328.0,USD,1264157.0,USD,186765578.0,USD,82550831.0,USD,186765578.0,USD,96824184.0,USD,0.0,USD,104214747.0,USD,83222587.0,USD,7390563.0,USD,103542991.0,USD,74352321.0,USD,8870266.0,USD,103542991.0,-3483485.0
1347652,"CorEnergy Infrastructure Trust, Inc.",2023-08-14,,,,87502000.0,,,USD,35522736.0,USD,35653980.0,USD,-3167350.0,USD,-3167350.0,USD,0.0,,,USD,994501.0,USD,-331528.0,USD,482833760.0,USD,482833760.0,USD,482833760.0,,,USD,118511852.0,USD,0.0,USD,249526647.0,,,USD,114795261.0,USD,0.0,USD,249526647.0,USD,233307113.0,1326029.0
942126,TAITRON COMPONENTS INC,2023-08-14,USD / shares,0.09,USD,644000.0,USD,846000.0,USD,583000.0,USD,1490000.0,USD,530000.0,USD,530000.0,USD,-1000.0,,,USD,-119000.0,USD,-300000.0,USD,18002000.0,USD,12920000.0,USD,18002000.0,USD,2844000.0,USD,0.0,USD,5082000.0,USD,1169000.0,USD,2238000.0,USD,16833000.0,USD,0.0,USD,1169000.0,USD,16833000.0,181000.0
855683,MILESTONE SCIENTIFIC INC.,2023-08-14,USD / shares,-0.03,USD,1019907.0,USD,1890059.0,USD,4167609.0,USD,2909966.0,USD,-2228828.0,USD,-2228828.0,USD,0.0,,,USD,1423500.0,USD,-2162.0,USD,11151452.0,USD,10500076.0,USD,11151452.0,USD,11867.0,USD,-243452.0,USD,651376.0,USD,3449789.0,USD,639509.0,USD,7945115.0,USD,340433.0,USD,3109356.0,USD,7701663.0,1425662.0
1482541,CEA Industries Inc.,2023-08-14,USD / shares,-0.09,USD,985021.0,USD,78693.0,USD,783321.0,USD,1063714.0,USD,-693575.0,USD,-693575.0,USD,0.0,,,USD,0.0,USD,1750592.0,USD,15888446.0,USD,15408663.0,USD,15888446.0,USD,53225.0,USD,0.0,USD,479783.0,USD,1866054.0,USD,479783.0,USD,14022392.0,USD,319247.0,USD,1546807.0,USD,14022392.0,-1750592.0
1840780,Local Bounti Corporation/DE,2023-08-14,USD / shares,-1.35,USD,6331000.0,USD,852000.0,USD,20230000.0,USD,7183000.0,USD,-10676000.0,USD,-10676000.0,USD,0.0,,,USD,32958000.0,USD,84718000.0,USD,364006000.0,USD,50519000.0,USD,364006000.0,,,USD,0.0,USD,313487000.0,USD,265726000.0,,,USD,98280000.0,USD,239247000.0,USD,26479000.0,USD,98280000.0,-51760000.0
1711012,Senmiao Technology Ltd,2023-08-14,USD / shares,-0.05,USD,1512774.0,USD,581940.0,USD,1370362.0,USD,2094714.0,USD,-874672.0,USD,-923965.0,USD,-453325.0,,,USD,-372522.0,USD,-247322.0,USD,13540348.0,USD,4794779.0,USD,13540348.0,USD,3229848.0,USD,3882759.0,USD,8745569.0,USD,5917954.0,USD,5515721.0,USD,3497188.0,USD,654594.0,USD,5263360.0,USD,7379947.0,-125200.0
1823144,"CompoSecure, Inc.",2023-08-14,USD / shares,0.31,USD,44590000.0,USD,53937000.0,USD,23588000.0,USD,98527000.0,USD,33986000.0,USD,33986000.0,USD,1276000.0,,,USD,48000.0,USD,-26005000.0,USD,181063000.0,USD,112133000.0,USD,181063000.0,USD,24182000.0,USD,0.0,USD,68930000.0,USD,452965000.0,USD,44748000.0,USD,-868489000.0,USD,402114000.0,USD,50851000.0,USD,-868489000.0,26053000.0
1815776,"Graphite Bio, Inc.",2023-08-14,USD / shares,-0.97,,87502000.0,,,USD,58159000.0,USD,0.0,USD,-55314000.0,USD,-55314000.0,USD,0.0,,,USD,58695000.0,USD,124000.0,USD,287044000.0,USD,251171000.0,USD,287044000.0,USD,17965000.0,USD,0.0,USD,35873000.0,USD,62898000.0,USD,17908000.0,USD,224146000.0,USD,50628000.0,USD,12270000.0,USD,224146000.0,58571000.0
1004989,"SPAR Group, Inc.",2023-08-14,USD / shares,0.03,USD,51158000.0,USD,13096000.0,USD,11099000.0,USD,65936000.0,USD,1067000.0,USD,970000.0,USD,-39000.0,,,USD,-270000.0,USD,-3704000.0,USD,93076000.0,USD,78713000.0,USD,93076000.0,USD,3172000.0,USD,15090000.0,USD,14363000.0,USD,53499000.0,USD,11191000.0,USD,24487000.0,USD,2011000.0,USD,51488000.0,USD,39577000.0,3434000.0
1522602,"CohBar, Inc.",2023-08-14,USD / shares,-1.49,,87502000.0,,,USD,4433349.0,USD,0.0,USD,-4332352.0,USD,-4332352.0,USD,0.0,,,USD,0.0,USD,-799953.0,USD,12506093.0,USD,12473420.0,USD,12506093.0,USD,1728.0,USD,0.0,USD,32673.0,USD,3001905.0,USD,30945.0,USD,9504188.0,USD,0.0,USD,3001905.0,USD,9504188.0,799953.0
1888012,"HilleVax, Inc.",2023-08-14,USD / shares,-0.74,,87502000.0,,,USD,30184000.0,USD,0.0,USD,-27942000.0,USD,-27942000.0,USD,-27942000.0,,,USD,-102167000.0,USD,10198000.0,USD,286522000.0,USD,253039000.0,USD,286522000.0,USD,13143000.0,USD,0.0,USD,33483000.0,USD,67759000.0,USD,20340000.0,USD,218763000.0,USD,49421000.0,USD,18338000.0,USD,218763000.0,-112365000.0
1679063,"Chicken Soup for the Soul Entertainment, Inc.",2023-08-14,USD / shares,-1.5,USD,65285767.0,USD,14624296.0,USD,40477964.0,USD,79910063.0,USD,-40514846.0,USD,-40514846.0,USD,-57251.0,USD,-57251.0,USD,1449718.0,USD,10025484.0,USD,878599264.0,USD,878599264.0,USD,878599264.0,USD,23449293.0,USD,112423.0,USD,0.0,USD,859789561.0,USD,-23449293.0,USD,18697280.0,USD,0.0,USD,859789561.0,USD,18809703.0,-8575766.0
798528,ODYSSEY MARINE EXPLORATION INC,2023-08-14,USD / shares,-0.29,,87502000.0,,,USD,3319559.0,USD,172575.0,USD,-8039049.0,USD,-8039049.0,USD,0.0,,,USD,1157650.0,USD,4090717.0,USD,13985687.0,USD,4519564.0,USD,13985687.0,USD,2767652.0,USD,-48748186.0,USD,9466123.0,USD,79003168.0,USD,6698471.0,USD,-16269295.0,USD,38734760.0,USD,40268408.0,USD,-65017481.0,-2933067.0
1624326,PAVmed Inc.,2023-08-14,USD / shares,-0.14,USD,1685000.0,USD,-1519000.0,USD,14965000.0,USD,166000.0,USD,-17892000.0,USD,-17892000.0,USD,0.0,,,USD,-12117000.0,USD,684000.0,USD,53683000.0,USD,43127000.0,USD,53683000.0,USD,2028000.0,USD,30682000.0,USD,10556000.0,USD,54513000.0,USD,8528000.0,USD,-31512000.0,USD,3728000.0,USD,50785000.0,USD,-830000.0,-12801000.0
1818382,"Humacyte, Inc.",2023-08-14,USD / shares,-0.22,,87502000.0,,,USD,26731000.0,USD,0.0,USD,-22706000.0,USD,-22706000.0,USD,-22706000.0,,,USD,-14966000.0,USD,6015000.0,USD,168106000.0,USD,120562000.0,USD,168106000.0,USD,28543000.0,USD,0.0,USD,47544000.0,USD,106989000.0,USD,19001000.0,USD,61117000.0,USD,95601000.0,USD,11388000.0,USD,61117000.0,-20981000.0
1500198,NEUROONE MEDICAL TECHNOLOGIES Corp,2023-08-14,USD / shares,-0.2,USD,386240.0,USD,243666.0,USD,3753901.0,USD,629906.0,USD,-3468773.0,USD,-3468773.0,USD,0.0,,,USD,-518705.0,USD,1560845.0,USD,5758124.0,USD,4878771.0,USD,5758124.0,USD,586873.0,USD,0.0,USD,879353.0,USD,1836826.0,USD,292480.0,USD,3921298.0,USD,88918.0,USD,1747908.0,USD,3921298.0,-2079550.0
1604191,"First Wave BioPharma, Inc.",2023-08-14,USD / shares,-1.89,,87502000.0,,,USD,4181644.0,USD,0.0,USD,-4189232.0,USD,-4189232.0,USD,-4189232.0,,,USD,0.0,USD,1933304.0,USD,4327871.0,USD,2353791.0,USD,4327871.0,USD,29202.0,USD,0.0,USD,1974080.0,USD,3445911.0,USD,1944878.0,USD,881960.0,USD,184662.0,USD,3261249.0,USD,881960.0,-1933304.0
1554859,"Semler Scientific, Inc.",2023-08-14,USD / shares,0.88,USD,1219000.0,USD,17386000.0,USD,10206000.0,USD,18605000.0,USD,5879000.0,USD,5879000.0,USD,0.0,,,USD,34190000.0,USD,-1975000.0,USD,75462000.0,USD,60751000.0,USD,75462000.0,,,USD,0.0,USD,14711000.0,USD,10199000.0,,,USD,65263000.0,USD,116000.0,USD,10083000.0,USD,65263000.0,36165000.0
1473334,"Nova Lifestyle, Inc.",2023-08-14,USD / shares,-0.37,USD,3015089.0,USD,1447340.0,USD,1825577.0,USD,4462429.0,USD,-634764.0,USD,-634764.0,USD,-634764.0,,,USD,732421.0,,-657000.0,USD,9695789.0,USD,4488687.0,USD,9695789.0,USD,316211.0,USD,0.0,USD,5207102.0,USD,4851658.0,USD,5207102.0,USD,4844131.0,USD,2395765.0,USD,2455893.0,USD,4844131.0,411707.0
1630113,BIOTRICITY INC.,2023-08-14,USD / shares,-0.069,USD,1104061.0,USD,1916704.0,USD,4233190.0,USD,3020765.0,USD,-3777409.0,USD,-3777409.0,USD,-364527.0,,,USD,0.0,USD,1329145.0,USD,6144123.0,USD,4400678.0,USD,6144123.0,USD,20017.0,USD,0.0,USD,1743445.0,USD,29555737.0,USD,1723428.0,USD,-23411614.0,USD,14458194.0,USD,15097543.0,USD,-23411614.0,-1329145.0
1651407,"Checkpoint Therapeutics, Inc.",2023-08-14,USD / shares,-1.05,,87502000.0,,,USD,16226000.0,USD,31000.0,USD,-16521000.0,USD,-16521000.0,USD,0.0,,,USD,0.0,USD,14551000.0,USD,8338000.0,USD,8338000.0,USD,8338000.0,,,USD,0.0,USD,0.0,USD,31608000.0,,,USD,-23270000.0,USD,0.0,USD,31608000.0,USD,-23270000.0,-14551000.0
1023994,SAFE & GREEN HOLDINGS CORP.,2023-08-14,USD / shares,-0.37,USD,5063425.0,USD,33630.0,USD,5644488.0,USD,5097055.0,USD,-5555524.0,USD,-5555524.0,USD,0.0,,,USD,148830.0,USD,1839980.0,USD,27864379.0,USD,9327047.0,USD,27864379.0,USD,6990371.0,USD,-429024.0,USD,18537332.0,USD,18539219.0,USD,11546961.0,USD,9754184.0,USD,3431399.0,USD,15107820.0,USD,9325160.0,-1691150.0
1301236,Sotherly Hotels Inc.,2023-08-14,USD / shares,0.16,USD,34175297.0,USD,14842036.0,USD,6552234.0,USD,49017333.0,USD,5257670.0,USD,5257670.0,USD,0.0,,,USD,203173.0,USD,-830626.0,USD,408012976.0,USD,408012976.0,USD,408012976.0,,,USD,-1054539.0,USD,0.0,USD,353520742.0,,,USD,55546773.0,USD,0.0,USD,353520742.0,USD,54492234.0,1033799.0
1532619,Power REIT,2023-08-14,USD / shares,-0.69,,87502000.0,,,USD,2409337.0,USD,217898.0,USD,-2191439.0,USD,-2191439.0,USD,0.0,,,USD,-1033731.0,USD,-220869.0,USD,83581293.0,USD,83581293.0,USD,83581293.0,,,USD,0.0,USD,0.0,USD,41409169.0,,,USD,33192551.0,USD,0.0,USD,41409169.0,USD,33192551.0,-812862.0
40570,GEE Group Inc.,2023-08-14,USD / shares,0.07,USD,24518000.0,USD,13653000.0,USD,12569000.0,USD,38171000.0,USD,7876000.0,USD,7876000.0,USD,0.0,,,USD,627000.0,USD,-520000.0,USD,123700000.0,USD,41378000.0,USD,123700000.0,USD,949000.0,USD,0.0,USD,82322000.0,USD,13304000.0,USD,81373000.0,USD,110396000.0,USD,3220000.0,USD,10084000.0,USD,110396000.0,1147000.0
1506251,"Citius Pharmaceuticals, Inc.",2023-08-14,USD / shares,-0.06,,87502000.0,,,USD,8672112.0,USD,0.0,USD,-8479332.0,USD,-8479332.0,USD,0.0,,,USD,0.0,USD,13798870.0,USD,110404835.0,USD,41114150.0,USD,110404835.0,USD,2010.0,USD,600380.0,USD,69290685.0,USD,12104668.0,USD,69288675.0,USD,97699787.0,USD,6313811.0,USD,5790857.0,USD,98300167.0,-13798870.0
1697851,"Rekor Systems, Inc.",2023-08-14,USD / shares,-0.18,,87502000.0,,,USD,14712000.0,USD,8563000.0,USD,-11113000.0,USD,-11113000.0,USD,0.0,,,USD,-10239000.0,USD,-202000.0,USD,83914000.0,USD,12899000.0,USD,83914000.0,USD,14971000.0,USD,0.0,USD,71015000.0,USD,41989000.0,USD,71015000.0,USD,41925000.0,USD,27398000.0,USD,14591000.0,USD,41925000.0,-10037000.0
1546296,"Professional Diversity Network, Inc.",2023-08-14,USD / shares,-0.14,USD,765241.0,USD,1075984.0,USD,2507249.0,USD,1841225.0,USD,-1422017.0,USD,-1422017.0,USD,15779.0,,,USD,1241465.0,USD,2000000.0,USD,8448514.0,USD,3914442.0,USD,8448514.0,USD,38698.0,USD,-314585.0,USD,4534072.0,USD,5087607.0,USD,4495374.0,USD,3675492.0,USD,454141.0,USD,4633466.0,USD,3360907.0,-758535.0
1462223,"Recruiter.com Group, Inc.",2023-08-14,,,USD,1604161.0,USD,436968.0,USD,1376016.0,USD,2041129.0,USD,-980273.0,USD,-980273.0,USD,0.0,,,USD,0.0,USD,388820.0,USD,11202109.0,USD,2106936.0,USD,11202109.0,USD,48825.0,USD,0.0,USD,9095173.0,USD,9342147.0,USD,9046348.0,USD,1859962.0,USD,1001310.0,USD,8340837.0,USD,1859962.0,-388820.0
